CODCNH,NOMBRE,CODPOSTAL,NCAMAS,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,OBSERVACIONES,CCAA,PROVINCIA,MUNICIPIO,FINALIDAD,PATRIMONIAL,FUNCIONALIDAD,AÑO
080863,Hospital de Sant Joan de Déu,08243,280,False,False,N,,True,hosp.g.man@hgm.scs.es,,CATALUÑA,BARCELONA,Manresa,GENERAL,CONCIERTO,OTRO PRIVADO-BENÉFICO,2017
080879,Hospital de Sant Andreu,08241,191,False,False,N,,False,,,CATALUÑA,BARCELONA,Manresa,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,OTRO PRIVADO-BENÉFICO,2017
080885,Germanes Hospitalàries. Hospital Sagrat Cor,08760,440,False,False,N,,False,scormart@comb.es,,CATALUÑA,BARCELONA,Martorell,PSIQUIATRICO,PRIVADA,PRIVADO-BENÉFICO (IGLESIA),2017
080898,Fundació Hospital Sant Joan de Déu,08760,112,False,False,N,,True,gerencia@hmartorell.es,,CATALUÑA,BARCELONA,Martorell,GENERAL,CONCIERTO,OTRO PRIVADO-BENÉFICO,2017
080930,"Centre Mèdic Molins, SL",08750,177,False,False,N,,False,,,CATALUÑA,BARCELONA,Molins de Rei,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
080945,Hospital de Mollet,08100,164,False,False,N,,True,hmolldir@ctv.es,,CATALUÑA,BARCELONA,Mollet del Vallès,GENERAL,CONCIERTO,OTRO PRIVADO-BENÉFICO,2017
080958,Hospital de Sabadell,08208,861,False,False,N,,True,direcciogeneral@cspt.es,,CATALUÑA,BARCELONA,Sabadell,GENERAL,CONCIERTO,OTROS PÚBLICOS,2017
080977,"Benito Menni,Complex Assistencial en Salut Mental",08830,774,False,False,N,,False,hospital@hsc-bmennibcn.org,,CATALUÑA,BARCELONA,Sant Boi de Llobregat,PSIQUIATRICO,PRIVADA,PRIVADO-BENÉFICO (IGLESIA),2017
080983,Parc Sanitari Sant Joan de Déu - Recinte Sant Boi,08830,819,False,False,N,,False,mvalencia@pssjd.org,,CATALUÑA,BARCELONA,Sant Boi de Llobregat,PSIQUIATRICO,PRIVADA,OTRO PRIVADO-BENÉFICO,2017
080996,Parc Sanitari Sant Joan de Déu - Hospital General,08830,246,False,False,N,,True,hsantboi@hsantboi.es,,CATALUÑA,BARCELONA,Sant Boi de Llobregat,GENERAL,CONCIERTO,OTRO PRIVADO-BENÉFICO,2017
081000,Hospital de Sant Celoni,08470,100,False,False,N,,True,secretaria@hsceloni.es,,CATALUÑA,BARCELONA,Sant Celoni,GENERAL,CONCIERTO,OTRO PRIVADO-BENÉFICO,2017
081017,Hospital General de Catalunya,08195,286,False,False,N,,False,hgc@hgc.es,,CATALUÑA,BARCELONA,Sant Cugat del Vallès,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2017
081022,Casal de Curació,08340,81,False,False,N,,False,curacio@suport.org,,CATALUÑA,BARCELONA,Vilassar de Mar,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,OTRO PRIVADO-BENÉFICO,2017
081038,Hospital Residència Sant Camil - Consorci Sanitari del Garraf,08810,295,False,False,N,,True,santcamil@hrsantcamil.es,,CATALUÑA,BARCELONA,Sant Pere de Ribes,GENERAL,CONCIERTO,OTROS PÚBLICOS,2017
081056,Centres Assistencials Dr. Emili Mira i López (Recinte Torribera),08921,454,False,False,N,,False,g.torribera@diba.es,,CATALUÑA,BARCELONA,Santa Coloma de Gramenet,PSIQUIATRICO,PUBLICA,OTROS PÚBLICOS,2017
081069,Fundació Hospital de l'Esperit Sant,08923,177,False,False,N,,True,mesteva@hes.scs.es / hesperitsant@hes.sc,,CATALUÑA,BARCELONA,Santa Coloma de Gramenet,GENERAL,CONCIERTO,OTRO PRIVADO-BENÉFICO,2017
081075,Hospital de Terrassa,08227,460,False,False,N,,True,csdt@csdt.es,,CATALUÑA,BARCELONA,Terrassa,GENERAL,CONCIERTO,OTROS PÚBLICOS,2017
081081,Hospital de Sant Llàtzer,08221,77,False,False,N,,False,admissionsfsll@cst.cat,,CATALUÑA,BARCELONA,Terrassa,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,OTROS PÚBLICOS,2017
081094,Hospital Universitari Mútua de Terrassa,08221,534,False,False,N,,True,gerencimutua@mutuaterrassa.es,,CATALUÑA,BARCELONA,Terrassa,GENERAL,CONCIERTO,PRIVADO NO BENÉFICO,2017
081108,Hospital General de Vic,08500,292,False,False,N,,True,gerencia@hgv.es,,CATALUÑA,BARCELONA,Vic,GENERAL,CONCIERTO,OTROS PÚBLICOS,2017
081115,Clínica Sant Josep,08500,21,False,False,N,,False,administracio@clinicasjv.com,,CATALUÑA,BARCELONA,Vic,GENERAL,PRIVADA,PRIVADO-BENÉFICO (IGLESIA),2017
081120,Hospital de la Santa Creu,08500,127,False,False,N,,False,sjuridica@chv.cat,,CATALUÑA,BARCELONA,Vic,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,OTRO PRIVADO-BENÉFICO,2017
081141,Hospital de Viladecans,08840,110,False,False,N,,True,gerencia@hv.scs.es,,CATALUÑA,BARCELONA,Viladecans,GENERAL,CONCIERTO,INSTITUTO CATALÁN DE LA SALUD,2017
081189,Hospital Sant Antoni Abat - Consorci Sanitari del Garraf,08800,111,False,False,N,,True,fhcaa@retemail.es,,CATALUÑA,BARCELONA,Vilanova i la Geltrú,GENERAL,CONCIERTO,OTROS PÚBLICOS,2017
081192,Centre Sociosanitari Can Torras,08328,119,False,False,N,,False,,,CATALUÑA,BARCELONA,Alella,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,OTRO PRIVADO-BENÉFICO,2017
081213,Hestia Maresme,08301,125,False,False,N,,False,,,CATALUÑA,BARCELONA,Mataró,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
081228,Prytanis Sant Boi Centre Sociosanitari,08830,122,False,False,N,,False,prytanis@prytanisresidencial.es,,CATALUÑA,BARCELONA,Sant Boi de Llobregat,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
081234,Centre Sociosanitari Verge del Puig,08470,40,False,False,N,,False,residencia@hsceloni.cat.,,CATALUÑA,BARCELONA,Sant Celoni,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,OTRO PRIVADO-BENÉFICO,2017
081287,Residència L'Estada,08392,60,False,False,N,,False,estada@lestada.com,,CATALUÑA,BARCELONA,Sant Andreu de Llavaneres,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
081304,Residència Puig-reig,08692,30,False,False,N,,False,cassbenefica2@logiccontrol.es,,CATALUÑA,BARCELONA,Puig-reig,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,OTRO PRIVADO-BENÉFICO,2017
081311,Residència Santa Susanna,08140,81,False,False,N,,False,,,CATALUÑA,BARCELONA,Caldes de Montbui,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,OTRO PRIVADO-BENÉFICO,2017
081326,Hospital de Mataró,08304,402,False,False,N,,True,gerencia@csdm.es,,CATALUÑA,BARCELONA,Mataró,GENERAL,CONCIERTO,OTROS PÚBLICOS,2017
081347,Hospital Universitari Vall d'Hebron,08035,1251,False,False,S,,True,dirgerencia@vhebron.net,,CATALUÑA,BARCELONA,Barcelona,GENERAL,CONCIERTO,INSTITUTO CATALÁN DE LA SALUD,2017
081350,Centre Polivalent Can Fosc,08480,56,False,False,N,,False,,,CATALUÑA,BARCELONA,"Ametlla del Vallès, L'",GERIATRIA Y/O LARGA ESTANCIA,PUBLICA,OTRO PRIVADO-BENÉFICO,2017
081379,Hospital Sociosanitari Mutuam Güell,08024,165,False,False,S,,False,mutuam@mutuam.com,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
081402,"Mútua de Granollers, Mútua de Previsió Social a Prima Fixa",08402,20,False,False,N,,False,rblanch@mutua.org,,CATALUÑA,BARCELONA,Granollers,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2017
081430,Hospital Comarcal de l'Alt Penedès,08720,144,False,False,N,,True,xvillanova@csap.scs.es,,CATALUÑA,BARCELONA,Vilafranca del Penedès,GENERAL,CONCIERTO,OTROS PÚBLICOS,2017
081458,Àptima Centre Clínic - Mútua de Terrassa,08221,70,False,False,N,,False,cmarin@mutuaterrassa.cat,,CATALUÑA,BARCELONA,Terrassa,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2017
081461,Institut Català d'Oncologia L'Hospitalet (ICO),08908,126,False,False,N,,True,cserra@ico.scs.es,,CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'",ONCOLOGICO,CONCIERTO,OTROS PÚBLICOS,2017
081483,SAR MONT MARTí,08692,20,False,False,N,,False,,,CATALUÑA,BARCELONA,Puig-reig,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
081496,REGINA SAR,08023,12,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
081509,U. Hospitalària Penitenciària d'Homes,08029,80,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PUBLICA,COMUNIDAD AUTÓNOMA,2017
081537,Centre Vallparadís,08221,81,False,False,N,,False,gerenciamutua@mutuaterrassa.es,,CATALUÑA,BARCELONA,Terrassa,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,OTRO PRIVADO-BENÉFICO,2017
081568,ITA Maresme,08310,77,False,False,N,,False,itacat@itacat.com,,CATALUÑA,BARCELONA,Argentona,OTROS MONOGRAFICOS,PRIVADA,PRIVADO NO BENÉFICO,2017
081574,CLíNICA LLúRIA,08008,40,False,False,S,,False,clinicalluria@cpbssm.org,,CATALUÑA,BARCELONA,Barcelona,PSIQUIATRICO,PRIVADA,PRIVADO NO BENÉFICO,2017
081580,Antic Hospital de Sant Jaume i Santa Magdalena,08301,70,False,False,N,,False,gerencia@csdm.es,,CATALUÑA,BARCELONA,Mataró,GERIATRIA Y/O LARGA ESTANCIA,PUBLICA,OTROS PÚBLICOS,2017
081593,Parc Sanitari Sant Joan de Déu - Numància,08029,159,False,False,S,,False,upps@pssjd.org,,CATALUÑA,BARCELONA,Barcelona,PSIQUIATRICO,PRIVADA,OTRO PRIVADO-BENÉFICO,2017
081605,Prytanis Hospitalet Centre Sociosanitari,08902,104,False,False,N,,False,,,CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'",GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
081616,Comunitat Terapèutica Arenys de Munt,08358,42,False,False,N,,False,ctam@ctm-salutmental.com,,CATALUÑA,BARCELONA,Arenys de Munt,PSIQUIATRICO,PRIVADA,PRIVADO NO BENÉFICO,2017
081649,Hospital Sociosanitari Pere Virgili,08023,354,False,False,S,,False,pvirgili@perevirgili.catsalut.cat,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PUBLICA,OTROS PÚBLICOS,2017
081661,Benito Menni Complex Assistencial en Salut Mental,08402,30,False,False,N,,False,hospital@hospitalbenitomenni.org,,CATALUÑA,BARCELONA,Granollers,PSIQUIATRICO,PRIVADA,PRIVADO-BENÉFICO (IGLESIA),2017
081672,Hospital Sanitas CIMA,08034,83,False,False,S,,False,info@cimaclinic.com,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2017
081683,Parc Sanitari Sant Joan de Déu - Brians 1,08635,150,False,False,N,,False,joodircperi.dj@gencat.cat,,CATALUÑA,BARCELONA,Sant Esteve Sesrovires,GENERAL,PUBLICA,OTRO PRIVADO-BENÉFICO,2017
081694,Institut Català d'Oncologia Badalona (ICO),08916,36,False,False,N,,True,,,CATALUÑA,BARCELONA,Badalona,ONCOLOGICO,CONCIERTO,OTROS PÚBLICOS,2017
081706,Centre Collserola Mutual,08035,26,False,False,S,,False,mutuam@mutuam.com,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
081717,Centre Sociosanitari SARquavitae Sant Jordi,08940,51,False,False,N,,False,direccion.santjordi@sarquavitae.es,,CATALUÑA,BARCELONA,Cornellà de Llobregat,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,OTRO PRIVADO-BENÉFICO,2017
081728,Hospital General Penitenciari,08227,32,False,False,N,,False,suhp@cst.cat,,CATALUÑA,BARCELONA,Terrassa,GENERAL,PUBLICA,OTROS PÚBLICOS,2017
081739,Centre sociosanitari de L'Hospitalet - Consorci Sanitari Integral,08906,123,False,False,N,,False,,,CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'",GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,OTROS PÚBLICOS,2017
081740,SAR La Salut Josep Servat,08024,56,False,False,S,,False,info@sarquavitae.es,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
081751,Clínica Creu Blanca,08034,51,False,False,S,,False,inform@creublanca.es,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2017
081762,Hestia Gràcia,08024,153,False,False,S,,False,hestiagracia@hestiagracia.org,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
081784,Centre Sociosanitari d'Esplugues,08950,131,False,False,N,,False,,,CATALUÑA,BARCELONA,Esplugues de Llobregat,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,OTRO PRIVADO-BENÉFICO,2017
081795,Centre Sociosanitari Ricard Fortuny,08720,187,False,False,N,,False,,,CATALUÑA,BARCELONA,Vilafranca del Penedès,GERIATRIA Y/O LARGA ESTANCIA,PUBLICA,OTROS PÚBLICOS,2017
081818,Centre Residencial Amma Diagonal,08018,20,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
081829,Centre Fòrum,08019,223,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PUBLICA,OTROS PÚBLICOS,2017
081830,Centre Sociosanitari Blauclínic Dolors Aleu,08023,174,False,False,S,,False,msanchez@blauclinic.cat,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PUBLICA,PRIVADO NO BENÉFICO,2017
081841,Parc Sanitari Sant Joan de Déu - Til·lers,08100,10,False,False,N,,False,,,CATALUÑA,BARCELONA,Mollet del Vallès,PSIQUIATRICO,PUBLICA,OTRO PRIVADO-BENÉFICO,2017
081874,Clínica Galatea,08017,22,False,False,S,,False,info@clinica-galatea.com,,CATALUÑA,BARCELONA,Barcelona,PSIQUIATRICO,PRIVADA,PRIVADO NO BENÉFICO,2017
081885,Hospital d'Igualada,08700,280,False,False,N,,True,fgcardona@csa.cat,,CATALUÑA,BARCELONA,Igualada,GENERAL,CONCIERTO,OTROS PÚBLICOS,2017
081896,Centre Social i Sanitari Frederica Montseny,08840,76,False,False,N,,False,mgrifol@chc.cat,,CATALUÑA,BARCELONA,Viladecans,GERIATRIA Y/O LARGA ESTANCIA,PUBLICA,PRIVADO NO BENÉFICO,2017
081919,Serveis Sanitaris Centre Penitenciari Brians-2,08635,94,False,False,N,,False,justicia@gencat.net,,CATALUÑA,BARCELONA,Sant Esteve Sesrovires,GENERAL,PUBLICA,INSTITUTO CATALÁN DE LA SALUD,2017
081920,Centre Integral de Serveis en Salut Mental Comunitària,08024,25,False,False,S,,False,cis@arapdis.org,,CATALUÑA,BARCELONA,Barcelona,PSIQUIATRICO,PRIVADA,PRIVADO NO BENÉFICO,2017
081931,Centre Sociosanitari Sant Jordi de la Vall d'Hebron,08035,57,False,False,S,,False,msanchez@blauclinic.cat,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
081942,"Lepant Residencial QGG, SL",08025,10,False,False,S,,False,andresmanero@hotmail.com,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
081953,Mapfre Quavitae Barcelona,08025,38,False,False,S,,False,recepcion.claret@sarquavitae.es,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
081964,Unitat Polivalent Salut Mental Barcelona-Nord,08035,52,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,PSIQUIATRICO,PRIVADA,PRIVADO-BENÉFICO (IGLESIA),2017
081997,"CQM Clínic Maresme, SL",08301,10,False,False,N,,False,info@cqm-mataro.com,,CATALUÑA,BARCELONA,Mataró,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2017
082001,Serveis Sanitaris Centre Penitenciari Joves de Barcelona,08430,34,False,False,N,,False,mpujolr@gencat.cat,,CATALUÑA,BARCELONA,"Roca del Vallès, La",GENERAL,PUBLICA,INSTITUTO CATALÁN DE LA SALUD,2017
082012,Clínica del Vallès,08203,107,False,False,N,,True,,,CATALUÑA,BARCELONA,Sabadell,GENERAL,CONCIERTO,PRIVADO NO BENÉFICO,2017
082023,Centre Gerontològic AMMA Sant Cugat,08174,4,False,False,N,,False,direccion@santcugat.amma.es,,CATALUÑA,BARCELONA,Sant Cugat del Vallès,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
082034,Serveis Sanitaris. Centre Penitenciari Lledoners.,08250,56,False,False,N,,False,,,CATALUÑA,BARCELONA,Sant Joan de Vilatorrada,GENERAL,PUBLICA,INSTITUTO CATALÁN DE LA SALUD,2017
082045,Centre Sociosanitari Stauros,08042,49,False,False,S,,False,stauros@centrestauros.org,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
082066,Hospital de Sant Joan Despí Moisès Broggi,08970,328,False,False,N,,True,,,CATALUÑA,BARCELONA,Sant Joan Despí,GENERAL,CONCIERTO,OTROS PÚBLICOS,2017
082099,AMMA HORTA,08035,5,False,False,S,,False,recepcion@horta.amma.es,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
082112,Unitat Polivalent Benito Menni en Salut Mental de l'Hospitalet-El Prat de Llobregat,08905,35,False,False,N,,False,,,CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'",PSIQUIATRICO,PRIVADA,PRIVADO-BENÉFICO (IGLESIA),2017
082134,ITA MARESME,08034,50,False,False,S,,False,snavarro@itacat.com,,CATALUÑA,BARCELONA,Barcelona,OTROS MONOGRAFICOS,PRIVADA,PRIVADO NO BENÉFICO,2017
082145,Centre Sociosanitari del Centre Integral de Salut Cotxeres,08016,205,False,False,S,,False,jserrat@consorci.org,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PUBLICA,PRIVADO NO BENÉFICO,2017
082156,Clínica Sant Antoni,08038,224,False,False,S,,False,provfig@ediho.es,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
082167,Clínica Diagonal,08950,87,False,False,N,,False,info@clinicadiagonal.com,,CATALUÑA,BARCELONA,Esplugues de Llobregat,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2017
082178,Hospital Sociosanitari de Mollet,08100,109,False,False,N,,False,direcciogeneral@hospitalmollet.cat,,CATALUÑA,BARCELONA,Mollet del Vallès,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,OTRO PRIVADO-BENÉFICO,2017
082189,Centre Sociosanitari Isabel Roig,08030,251,False,False,S,,False,cssisabelroig@blauclinic.cat,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PUBLICA,PRIVADO NO BENÉFICO,2017
082190,Iván Mañero Clínic,08174,17,False,False,N,,False,imclinic@imclinic.com,,CATALUÑA,BARCELONA,Sant Cugat del Vallès,QUIRURGICO,PRIVADA,PRIVADO NO BENÉFICO,2017
082202,Institut Trastorn Límit,08195,14,False,False,S,,False,cervantes.ana@hotmail.com,,CATALUÑA,BARCELONA,Sant Cugat del Vallès,PSIQUIATRICO,PRIVADA,PRIVADO NO BENÉFICO,2017
082213,Centre d'Hospitalització i Hospital de Dia Trastorns de la Conducta,08310,40,False,False,S,,False,,,CATALUÑA,BARCELONA,Argentona,PSIQUIATRICO,PRIVADA,PRIVADO NO BENÉFICO,2017
082224,SARquavitae Bonanova,08017,28,False,False,S,,False,ldomingo@sarquavitae.es,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
082236,Centre La Creueta,08202,46,True,False,N,,False,dcabre@mutuam.com,,CATALUÑA,BARCELONA,Sabadell,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2017
090047,HOSPITAL RECOLETAS DE BURGOS,09006,116,False,False,S,,True,admision.hrb@gruporecoletas.com,,CASTILLA Y LEÓN,BURGOS,Burgos,GENERAL,CONCIERTO,PRIVADO NO BENÉFICO,2017
090050,HOSPITAL SAN JUAN DE DIOS DE BURGOS,09003,160,False,False,S,,True,hsanjuandb@hsjd.es,,CASTILLA Y LEÓN,BURGOS,Burgos,GERIATRIA Y/O LARGA ESTANCIA,CONCIERTO,PRIVADO-BENÉFICO (IGLESIA),2017
090079,HOSPITAL SANTOS REYES,09400,123,False,False,N,,False,gerente.hsry@saludcastillayleon.es,,CASTILLA Y LEÓN,BURGOS,Aranda de Duero,GENERAL,PRIVADA,SANIDAD CASTILLA Y LEÓN-SACYL,2017
090085,HOSPITAL RESIDENCIA ASISTIDA DE LA LUZ,09400,45,False,False,N,,True,gerencia@hralaluz.es,,CASTILLA Y LEÓN,BURGOS,Aranda de Duero,GERIATRIA Y/O LARGA ESTANCIA,CONCIERTO,PRIVADO NO BENÉFICO,2017
090098,HOSPITAL SANTIAGO APÓSTOL,09200,114,False,False,N,,False,gerente.hsap@saludcastillayleon.es,,CASTILLA Y LEÓN,BURGOS,Miranda de Ebro,GENERAL,PUBLICA,SANIDAD CASTILLA Y LEÓN-SACYL,2017
090133,COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS,09006,865,False,False,S,,False,gerente.cabu@saludcastillayleon.es,,CASTILLA Y LEÓN,BURGOS,Burgos,GENERAL,PUBLICA,SANIDAD CASTILLA Y LEÓN-SACYL,2017
100041,HOSPITAL CIUDAD DE CORIA,10800,103,False,False,N,,False,,,EXTREMADURA,CÁCERES,Coria,GENERAL,PUBLICA,SERVICIO EXTREMEÑO DE SALUD-SES,2017
100054,HOSPITAL CAMPO ARAÑUELO,10300,102,False,False,N,,False,,,EXTREMADURA,CÁCERES,Navalmoral de la Mata,GENERAL,PUBLICA,SERVICIO EXTREMEÑO DE SALUD-SES,2017
100067,HOSPITAL VIRGEN DEL PUERTO,10600,250,False,False,N,,False,gerent.hvpt@salud-juntaex.es,,EXTREMADURA,CÁCERES,Plasencia,GENERAL,PUBLICA,SERVICIO EXTREMEÑO DE SALUD-SES,2017
100073,HOSPITAL SOCIOSANITARIO DE PLASENCIA,10600,330,False,False,N,,False,montserrat.martinl@sald-jntaex.es,,EXTREMADURA,CÁCERES,Plasencia,PSIQUIATRICO,PUBLICA,COMUNIDAD AUTÓNOMA,2017
100089,COMPLEJO HOSPITALARIO DE CÁCERES,10003,520,False,False,N,,False,,,EXTREMADURA,CÁCERES,Cáceres,GENERAL,PUBLICA,SERVICIO EXTREMEÑO DE SALUD-SES,2017
100092,"HOSPITAL QUIRÓN SALUD DE CÁCERES ""Virgen de Guadalupe""",10004,35,False,False,S,,True,luis.camacho@quironsalud.es,,EXTREMADURA,CÁCERES,Cáceres,QUIRURGICO,CONCIERTO,PRIVADO NO BENÉFICO,2017
100106,CLÍNICA SOQUIMEX,10600,24,False,False,N,,False,soquimex@soquimex.com,,EXTREMADURA,CÁCERES,Plasencia,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2017
100113,CLÍNICA SAN FRANCISCO,10002,32,False,False,S,,False,clinica@cqcsanfrancisco.es,,EXTREMADURA,CÁCERES,Cáceres,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2017
110012,HOSPITAL PUERTA DEL MAR,11009,691,False,False,S,,False,gerencia.hpm.sspa@juntadeandalucia.es,,ANDALUCÍA,CÁDIZ,Cádiz,GENERAL,PUBLICA,SERVICIO ANDALUZ DE SALUD,2017
110048,CLÍNICA NUESTRA SEÑORA DE LA SALUD,11001,58,False,False,S,,False,administracion@clinicalasalud.es,,ANDALUCÍA,CÁDIZ,Cádiz,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2017
110051,HOSPITAL SAN RAFAEL,11002,280,False,False,S,,True,cadiz.secretaria@jmpascual.com,,ANDALUCÍA,CÁDIZ,Cádiz,GENERAL,CONCIERTO,PRIVADO NO BENÉFICO,2017
110103,CLINICA  LOS ÁLAMOS,11407,15,False,False,N,,False,rrhh@clinicalosalamos.com,,ANDALUCÍA,CÁDIZ,Jerez de la Frontera,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2017
110110,HOSPITAL DE ESPECIALIDADES DE JEREZ DE LA FRONTERA,11408,548,False,False,N,,False,manuel.herrera.sspa@juntadeandalucia.es,,ANDALUCÍA,CÁDIZ,Jerez de la Frontera,GENERAL,PUBLICA,SERVICIO ANDALUZ DE SALUD,2017
110125,HOSPITAL SAN JUAN GRANDE,11408,143,False,False,N,,True,jerez@sjd.es,,ANDALUCÍA,CÁDIZ,Jerez de la Frontera,GENERAL,CONCIERTO,PRIVADO-BENÉFICO (IGLESIA),2017
110146,HOSPITAL DE LA LÍNEA DE LA CONCEPCIÓN,11300,180,False,False,N,,False,franciscoj.martos.sspa@juntadeandalucia.es,,ANDALUCÍA,CÁDIZ,"Línea de la Concepción, La",GENERAL,PUBLICA,SERVICIO ANDALUZ DE SALUD,2017
110162,HOSPITAL GENERAL SANTA MARÍA DEL PUERTO,11500,238,False,False,N,,False,stamaria.secretaria@jmpascual.com,,ANDALUCÍA,CÁDIZ,"Puerto de Santa María, El",GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2017
110184,COMPLEJO HOSPITALARIO DE PUERTO REAL,11510,304,False,False,N,,False,,,ANDALUCÍA,CÁDIZ,Puerto Real,GENERAL,PUBLICA,SERVICIO ANDALUZ DE SALUD,2017
110218,HOSPITAL VIRGEN DE LAS MONTAÑAS,11650,108,False,False,N,,True,cesar@jmpascual.com,,ANDALUCÍA,CÁDIZ,Villamartín,GENERAL,CONCIERTO,PRIVADO NO BENÉFICO,2017
110223,HOSPITAL VIRGEN DEL CAMINO,11540,118,False,False,N,,True,sanlucar.secretaria@jmpascual.com,,ANDALUCÍA,CÁDIZ,Sanlúcar de Barrameda,GENERAL,CONCIERTO,PRIVADO NO BENÉFICO,2017
110239,HOSPITAL JEREZ PUERTA DEL SUR,11408,98,False,False,N,,False,rrhhcj@asisa.es,,ANDALUCÍA,CÁDIZ,Jerez de la Frontera,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2017
